,tokenized 
6963,"['컴투스', '목표', '가줄', '상향', '중', '장기', '투자', '연', '금리', '로']"
10365,"['아태', '중진국', '침체', '위험', '中', '경', '기', '반등', '회복', '착시']"
6885,"['한국전력', '실적', '부진', '당분간', '지속', '증권사', '목표', '하향']"
3242,"['변동성', '장', '세', '에선', '저', '평가', '株', '주목', '저', '점', '매수', '무관', '골드', '스탁', '재원', '으로']"
8715,"['뉴욕증시', '美', '국채', '금리', '상승', '하락', '나스닥', '하락', '마감']"
8220,"['뉴욕증시', '소', '매', '판매', '실적', '호조', '상승', '마감', '다우', '상승']"
5729,"['올해', '순', '자산', '총', '액', '조원', '넘었다', '작년', '대비', '증가']"
10436,"['쌍용', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
74,"['텔레콤', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
9670,"['코스피', '장', '초반', '상승세', '대']"
6937,"['기', '관외', '매수', '코스피', '대', '상승', '마감', '종합']"
1702,"['증권', '맨', '최대', '활력소', '가족', '자기', '연민', '소통']"
2289,"['코스피', '오른', '개장']"
1351,"['뉴욕증시', '긴축', '우려', '지정학적', '긴장', '혼', '조', '세로', '출발']"
7109,"['뉴욕증시', '인플레', '경', '계속', '하락', '다우', '하락', '마감']"
5877,"['코스피', '하락', '대', '마감']"
10794,"['삼', '성', '카드', '분기', '순이익', '천억원', '작년', '보다', '상승']"
3613,"['신용', '잔액', '년', '만에', '최저', '국내', '증시', '다시', '또', '뜨나']"
3601,"['현', '대', '산업', '개발', '작년', '영업', '이익', '천억원', '전', '년', '대비', '하락']"
5279,"['코스피', '내린', '개장']"
7794,"['바이오', '니', '아비', '날씬', '글로벌', '최대', '회원', '제', '창고', '형', '할인', '매장', '입점', '계약']"
9543,"['잭슨', '홀', '미팅', '관망', '코스피', '소', '폭', '상승', '종합']"
10989,"['코스피', '내', '린', '장', '종료']"
7373,"['코스닥', '내', '린', '장', '종료']"
10067,"['크래', '프톤', '이틀', '째', '폭락', '와중', '코스닥', '엔', '첫날', '따', '상', '종목']"
9890,"['제', '일', '은행', '분기', '순', '익', '억원', '작년', '보다', '하락']"
10614,"['금융', '지주', '분기', '영업', '이익', '천억원', '작년', '대비', '상승']"
10264,"['이벤트', '없어도', '꾸준히', '오른다', '카카오', '페이', '증권', '계좌', '개설', '만', '명', '돌파']"
5804,"['증권사', '곳', '역대', '급', '과징금', '엄포', '후', '도로', '집어넣는', '금감원']"
3034,"['코스피', '상승', '출발', '대', '회복']"
8512,"['사흘', '만에', '조', '날아가', '셀트리온', '형제', '연중', '최저']"
3063,"['코스닥', '내', '린', '장', '종료']"
2599,"['뉴욕증시', '우', '크라', '사태', '인플레', '나스닥', '하락']"
3091,"['코스', '피우', '크라', '긴장', '고조', '대', '하락', '선', '위협', '종합']"
8476,"['코스닥', '오른', '개장']"
3843,"['빅', '테크', '실적', '뉴욕증시', '널뛰기', '아마존', '효과', '로', '나스닥', '상승']"
3276,"['해외', '주식', '포커스', '자일링스', '수', '월', '상승', '여력']"
8684,"['동학', '개미', '또껄무새', '될', '라이', '달', '최대', '순', '매수', '레버리지', '떨어져']"
53,"['현', '대', '백화점', '분', '기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승', '종합']"
8046,"['금융', '분기', '순이익', '조', '원', '역대', '최대', '상승', '종합']"
5054,"['오', '스템', '임플란트', '사상', '최대', '횡령', '대', '미스터리']"
8287,"['코스닥', '오른', '개장']"
5094,"['애플', '시', '총', '조', '달러', '테슬라', '상승', '새해', '첫날', '뉴욕증시', '훈', '풍']"
4733,"['순이익', '추', '정치', '상향', '업종', '주목', '선점', '무관', '골드', '스탁', '상품', '으로']"
9602,"['삼바', '첫', '회사채', '최대', '억', '발행']"
2810,"['코스피', '소', '폭', '하락', '출발', '대']"
614,"['삼성', '분', '기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
4540,"['한국', '투자', '증권', '화학', '단기', '실적', '부진', '목표', '하향']"
6000,"['美', '증시', '오미크론', '우려', '진정', '상승', '다우', '상승']"
6744,"['원자재', '가격', '상승', '인플레', '압력', '내년', '상장', '사실', '적']"
9184,"['-', '정제', '마진', '개', '선세', '뚜렷', '저', '점', '매수', '연', '금리', '로']"
3641,"['솔', '루스', '첨단', '소', '재작년', '영업', '이익', '억', '원전', '년', '대비', '하락']"
8919,"['네이버', '이틀', '째', '오르는데', '왜', '카카오', '만만', '개미', '악', '소리', '난', '일간', '조', '증발']"
3198,"['개미', '익', '절하', '니', '외인', '주워', '하이닉스', '바닥', '찍고', '상승']"
8573,"['코스피', '내린', '개장']"
3628,"['디지털', '전환', '아모레퍼시픽', '지난해', '영업', '익', '억', '전', '년', '비상', '승']"
6671,"['원', '전', '핵심', '조직', '해체', '소식', '한전기술', '대', '폭락']"
2561,"['파른', '물가', '상승', '농산물', '펀드', '상승', '인데', '식품', '株', '하락']"
6299,"['코스피', '내', '린', '장', '종료']"
3656,"['작년', '영업', '이익', '조천억원', '전', '년', '대비', '상승']"
8603,"['코스피', '분기', '털썩', '코로나', '이후', '첫', '분기', '하락']"
646,"['삼', '성', '바이오', '로', '직스', '영업', '이익', '천억원', '작년', '동', '기비', '상승']"
9843,"['실적', '호조', '목표', '상승', '비중', '확대', '연', '자금', '으로']"
4086,"['디', '엘', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
2972,"['한국전력', '공', '사', '작년', '영업', '손실', '조천억원', '적자', '전환']"
3890,"['뉴욕증시', '페북', '폭락', '여파', '약', '세', '나스닥', '하락']"
1491,"['지난해', '대기업', '제', '재건', '수', '건전', '년', '보다', '증가']"
802,"['포스코', '케미칼', '분기', '영업', '익', '억원', '매출', '천억원', '역대', '최대', '종합']"
243,"['쉴', '더스', '수요', '예측', '흥행', '부진', '공모', '낮추', '기승', '부수', '띄우나']"
1493,"['비둘기', '연', '준', '부의', '장', '변심', '기술', '주', '휘청', '나스닥', '하락']"
574,"['현', '대', '삼', '호', '중공업', '분기', '영업', '손실', '천억원', '적자', '전환']"
9185,"['하반기', '경', '매', '흐름', '견', '조', '투자', '업계', '최저', '연', '자금', '으로']"
1335,"['약세', '장', '주식', '분할', '늘', '지만', '상상', '승은', '기업', '뿐']"
10089,"['수출', '량', '성장', '세', '수혜', '주', '중고', '선박', '가격', '상승', '수', '혜주']"
6401,"['군대', '가면', '어쩌나', '하이브', '일주일', '새', '하락']"
5332,"['뉴욕증시', '오미크론', '에도', '소비', '증가', '상승', '마감']"
10703,"['분기', '영업', '이익', '천억원', '흑자', '전환']"
9978,"['차', '바이오', '텍', '올해', '상반기', '영업', '이익', '억원', '으로', '흑자', '전환']"
10302,"['외국인', '기관', '쌍끌이', '매', '수천', '스닥', '또', '연고', '점', '돌파', '했다']"
6838,"['셀트리온', '제', '약', '분기', '영업', '이익', '억', '원전', '년', '동', '기비', '상승']"
5950,"['코스피', '달', '들어', '넘게', '상승', '개미', '하락', '기관', '상승', '베팅']"
701,"['지씨', '셀', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
7493,"['동아', '에스티', '분기', '영업', '이익', '억', '원전', '년', '동기', '보다', '증가']"
2085,"['코스닥', '오른', '장', '종료']"
8565,"['이노', '텍', '분기', '성', '수기', '효', '과기대', '투자', '연', '금리', '로']"
1773,"['뉴욕증시', '러시아', '우', '크라', '긴장', '완화', '상승', '출발']"
5239,"['올', '해시', '장', '역대', '급', '조', '넘는', '거래', '만', '건']"
5642,"['삼', '성', '전자', '상승', '코스피', '외국인', '기관', '쌍끌이', '매수', '사흘', '연속', '상승']"
7646,"['인터넷', '먹통', '일', '연', '속', '하락', '세', '만원', '선', '붕괴', '위협']"
5181,"['美', '증시', '마지막', '날', '중국', '기업', '년후', '최대', '급등']"
8746,"['팬오션', '분기', '영업', '익', '상승', '저', '점', '매수', '연', '자금', '으로']"
63,"['파트론', '신', '사업', '부문', '고른', '성장', '저', '점', '매수', '무관', '골드', '스탁', '상품', '으로']"
6375,"['오미크론', '우려', '코스피', '장', '초반', '선하', '회낙폭', '줄여', '종합']"
9671,"['코스피', '오른', '개장']"
554,"['투자', '증권', '분기', '영업', '이익', '억원', '상승']"
10893,"['현', '대', '건설', '분기', '영업', '이익', '천억원', '작년', '보다', '하락', '종합']"
8863,"['헝', '우려', '코스피', '원화', '출렁', '변동성', '확대', '우려', '종합', '보']"
1231,"['분기', '시', '총', '조원', '줄어', '삼', '전조', '감소', '최대']"
2553,"['뉴욕증시', '유가', '급', '등세', '지속', '다우', '하락']"
5973,"['코스피', '오른', '장', '종료']"
4142,"['삼', '성', '작년', '영업', '이익', '천', '억', '원전', '년', '대비', '하락']"
5483,"['코스피', '오른', '장', '종료']"
3266,"['유한양행', '지난해', '영업', '이익', '억원', '으로', '감소']"
7727,"['현', '대', '제철', '분기', '영업', '이익', '천억원', '작년', '대비', '천', '상승']"
9504,"['코스피', '오른', '장', '종료']"
4518,"['엔', '솔', '청약', '증거', '금조', '원', '돌파', '역대', '급', '흥행']"
2138,"['코스닥', '내', '린', '장', '종료']"
1958,"['뉴욕증시', '서', '방제', '재우려', '속', '상승', '출발']"
6549,"['코스피', '하루', '만에', '선하', '회', '삼성', '전자거래', '일간', '상승']"
7069,"['코스', '맥스', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
4249,"['뉴욕증시', '정례', '회의', '기다리며', '하락', '출발']"
4572,"['코스닥', '내', '린', '장', '종료']"
7404,"['카카오', '분기', '영업', '익전', '년', '동', '기비', '상승', '콘텐츠', '매출', '조', '육박', '종합']"
5043,"['코스피', '내린', '개장']"
8637,"['뉴욕증시', '국채', '금리', '경', '계속', '하락', '다우', '하락']"
555,"['경남', '은행', '분', '기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
3189,"['우리금융', '금리', '상', '승기', '유리한', '구조', '투자', '무관', '골드', '스탁', '자금', '으로']"
3314,"['사상', '최대', '실적', '목표', '가상', '승선', '점', '무관', '골드', '스탁', '자금', '으로']"
5919,"['가동', '률', '회복', '화승', '엔', '터', '급', '반등']"
6502,"['한국', '주식', '싸다', '외국인', '조', '들고', '매수', '종목']"
1849,"['외국인', '매도', '공세', '코스피', '약', '보합', '마감']"
9388,"['증권사', '분기', '순', '익', '하락', '주식', '거래', '대금', '감소', '영향']"
8234,"['코스닥', '오른', '장', '종료']"
6228,"['뉴욕증시', '美', '오미크론', '첫', '확', '진자', '소식', '하락']"
3558,"['금융', '지주', '작년', '영업', '이익', '조', '억', '원전', '년', '대비', '상승']"
8515,"['코스피', '시대', '하락', '대로', '후퇴']"
1602,"['월어', '닝', '시즌', '美', '장단', '기', '수익률', '역전', '월', '상승', '장예', '상']"
7363,"['심텍', '분기', '영업', '익', '억원', '작년', '동기', '대비', '상승']"
2968,"['전', '작년', '영업', '손실', '조천억원', '유가', '사상', '최대', '적자', '종합']"
10109,"['배터리', '사업', '분할', '이노베이션', '기대할수있는것', '유진', '투자', '증권', '사자', '앤트', '썰']"
1681,"['따', '상기', '대감', '고위', '공직자', '공모', '주', '열풍', '대부분', '소액', '투자']"
2067,"['뉴욕증시', '파월', '발언', '금리', '상', '승소', '화하며', '상승', '출발']"
7540,"['인터넷', '먹통', '사태', '일단락', '보상', '안', '발표', '날주가', '반등', '성공']"
30,"['美', '증시', '하락', '예', '남우', '조', '정장', '투자', '전략', '은자', '앤트']"
3572,"['백화점', '끌', '면세점', '밀고', '현대', '百', '지난', '해역', '대', '최대', '매출', '종합']"
3623,"['완전', '민영화', '우리금융', '지난해', '순', '익조', '억', '원사', '상', '최대']"
862,"['하나', '금융투자', '분기', '영업', '이익', '천억원', '상승', '종합']"
2952,"['제발', '美', '증시', '더', '폭락', '해', '라', '공매도', '급증']"
10742,"['두산인프라코어', '인프라', '투자', '증가', '분기', '영업', '익', '상승', '종합']"
9274,"['코스닥', '오른', '개장']"
8453,"['코스피', '반등', '마감', '선', '육박']"
10810,"['뉴욕증시', '실적', '기대', '최고', '경신', '다우', '상승', '마감']"
1283,"['유진', '투자', '하이닉스', '목표', '하향', '거', '시', '환경', '소비', '패턴', '변화']"
8261,"['美', '반도체', '지수', '부진', '속', '강', '자', '나', '홀로', '급등']"
3533,"['고유', '믿고', '석유', '株', '끌', '갈까', '반등', '친환경', '株', '로', '갈아탈까']"
9094,"['기관', '매물', '공매도', '폭탄', '개', '미투', '자', '자악', '소리', '난', '거래', '일', '째', '하락', '카카오', '뱅크']"
10262,"['애경', '산업', '분', '기억', '원', '흑자', '전환', '중국', '서', '화장품', '판매', '호조']"
2098,"['투', '증권', '강', '달러', '완화', '땐', '증시', '미국', '자금', '유입', '기대']"
5232,"['하나', '금투', '삼', '성', '전자', '중국', '시안', '동', '률', '낮춰주가에', '긍정', '적']"
2330,"['홍콩', '중국', '증시', '반등', '시도', '항셍지수', '상승', '개장']"
2912,"['한화', '에어로', '스페이스', '작년', '천억원', '흑자', '한화', '편입', '후', '최대', '종합']"
3636,"['코스피', '오른', '장', '종료']"
4233,"['코스', '피더', '빠지나', '곱', '버스', '억', '순', '매', '수', '증권사']"
2870,"['하나투어', '분기', '사이판', '여행', '예약', '천명', '전', '분기', '보다', '상승']"
7295,"['롯데', '케미칼', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
4211,"['기아', '반도체', '난', '뚫고', '작년', '역대', '최대', '실적', '영업', '익조', '억원', '종합']"
8064,"['이노', '텍', '분기', '영업', '익기', '대치', '상회', '투자', '연', '금리', '로']"
604,"['코스피', '상승', '출발', '대']"
9400,"['코스피', '내린', '개장']"
2038,"['트러스', '톤', '운용', '태광', '산업', '주주', '서', '한기대', '이하', '답변', '받아']"
8547,"['코스피', '내', '린', '장', '종료']"
9986,"['삼', '전', '또', '연중', '최저', '치거', '래일', '만에', '시', '총', '조', '증발']"
9722,"['신', '작', '기', '대감', '게임', '주', '반등', '눈', '띄네']"
8874,"['코스닥', '내린', '개장']"
8478,"['뉴욕증시', '부채', '한도', '유예', '가능성', '다우', '상승']"
6871,"['내년', '긴축', '조정', '이후', '반등', '랠리', '추가', '매입', '연재', '원', '으로']"
2452,"['해외', '강화한', '한국', '투자', '증권사', '상', '최대', '실적', '달성']"
5093,"['뉴욕증시', '새해', '첫', '거래', '일', '상승', '나스닥', '상승']"
2602,"['뉴욕증시', '유가', '폭등', '세', '하락', '출발']"
121,"['롯데', '쇼핑', '분기', '영업', '익', '증가', '억원', '마트', '실적', '개선', '종합']"
3356,"['노조', '파업', '실적', '부진', '이중고', '대', '통운', '장', '중', '상승', '파업', '해결', '까지', '관망', '필요']"
887,"['신한지주', '분기', '영업', '이익', '조천억', '작년', '동기', '대비', '상승']"
3021,"['예', '탁원', '외국인', '공매도', '대차거래', '확정', '시스템', '이용', '촉진', '하겠다']"
6072,"['미용', '임플란트', '株', '하락', '장서', '잘나가네']"
10792,"['고려아연', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
2108,"['하나', '금융투자', '영업', '이익', '천억원', '시', '대기', '대', '목표', '상승']"
210,"['코스닥', '내린', '개장']"
2986,"['증권', '우', '크라', '사태', '원자재', '가격', '상승', '영향', '제한', '적']"
8008,"['포스코', '인터', '분기', '매', '출사', '상', '최대', '조원', '첫', '돌파', '종합']"
10855,"['아프리카', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
1784,"['러시아', '發', '유연탄', '값', '급등', '시멘트', '업종', '일제', '히', '상승']"
6284,"['코넥스', '대', '장주', '험난한', '코스닥', '상장도', '전', '기관', '경쟁률', '올해', '최저']"
9485,"['코스피', '오른', '개장']"
2975,"['미국', '숏', '치는', '투자자', '공매도', '급증']"
558,"['코스피', '대', '상승', '마감', '대', '회복']"
3615,"['작년', '영업', '익', '상승', '유영상', '전략', '적', '추진', '종합', '보']"
5288,"['뉴욕증시', '차익', '실현', '매물', '혼', '조', '나스닥', '하락', '마감']"
8733,"['기관', '팔자', '코스피', '넘게', '하락', '달', '만에', '붕괴']"
2890,"['전쟁', '기회', '삼은', '서학', '개미', '나스닥', '배', '수익', '집중', '매수']"
9700,"['현대', '해', '상호', '실적', '상', '향비', '중', '확대', '연', '금리', '로']"
5419,"['코스피', '오른', '개장']"
5631,"['뉴욕증시', '기술', '주', '이틀', '째', '매도세에', '하락', '출발']"
2718,"['러', '에너지', '은행', '주가', '폭락', '년', '간', '자금', '묶일수도']"
2628,"['디딤', '지난해', '손실', '액', '전', '년', '대비', '최대', '감소', '올해', '흑', '전', '가능성', '상승']"
381,"['코스피', '외인', '기관', '쌍끌이', '매도', '약', '보합', '마감']"
9673,"['비둘기', '연', '준', '기대', '백신', '승인', '효과', '까지', '나스닥', '최고', '치마', '감']"
6944,"['코스피', '대신', '금사', '볼까', '코스피', '하락', '금값', '상승']"
2704,"['코스피', '하락', '출발', '대']"
4926,"['지수', '오른다는', '씨티', '그룹', '떨어진다는', '웰스파고']"
6127,"['갤럭시', '아이폰', '내년', '성장기', '대감', '커지는', '스마트폰', '株']"
494,"['동국제강', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
858,"['우리금융', '분기', '순', '익', '천억원', '상승', '사상', '최대', '분기', '실적', '종합', '보']"
2176,"['거래', '일', '연', '속', '상승', '나스닥', '불확실', '성', '제거', '만세', '외친', '뉴욕']"
2683,"['원', '익큐', '엔씨', '작년', '영업', '이익', '억', '원전', '년', '대비', '상승']"
10275,"['대', '통운', '분', '기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승']"
2097,"['한국', '증권', '금융', '작년', '순이익', '천억원', '증가']"
9029,"['실적', '개선', '기대주주', '친', '화', '책', '꺼내든', '한라', '주가', '힘', '받나']"
7054,"['셀트리온', '영업', '익', '천억원', '으로', '하락', '저', '가품', '비중', '상승', '종합']"
8228,"['코스피', '한숨', '돌렸지만', '추가', '반등', '글쎄']"
5603,"['코스피', '내린', '개장']"
9343,"['코스닥', '오른', '장', '종료']"
2235,"['반도체', '배터리', '株', '급등', '쌍끌이', '매', '수', '코스피', '안도', '랠리']"
4626,"['항셍', '테크', '반등', '줍', '줍', '했던', '개미', '웃음꽃']"
9692,"['코스피', '상', '승마', '감선', '회복']"
508,"['코웰', '패션', '분', '기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승']"
7878,"['신한지주', '분기', '영업', '이익', '조천억원', '작년', '比', '상승']"
2882,"['코스닥', '내린', '개장']"
10994,"['현', '대', '중공업', '분', '기', '영업', '손실', '천억원', '적자', '전환']"
1991,"['스치기만', '해도', '오른다', '롤러코스터', '타는', '안철수', '용산', '테마주']"
7058,"['클래', '시스', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
8700,"['中', '리스크', '美', '하락', '에도', '베트남', '증시', '꿋꿋']"
10088,"['데브', '시스터즈', '분기', '영업', '이익', '억원', '흑자', '전환']"
9966,"['대한항공', '분기', '영업', '익', '천억원', '화물', '매출', '역대', '최대']"
1145,"['베스트', '투자', '대한항공', '목표', '하락', '화물', '운임', '하락', '유가', '상승']"
9118,"['역대', '청약', '증거', '금조', '클럽', '종목', '개', '올', '해만', '개']"
3738,"['만', '달러', '까지', '오른', '비트코인', '美', '채굴', '주', '저', '평가', '상태', '분석']"
3039,"['뉴욕증시', '우', '크라', '위기', '심화', '다우', '하락', '마감']"
9354,"['보름', '만에', '조', '증발', '화학', '나흘', '연', '속', '연중', '최저']"
3940,"['코스피', '오른', '개장']"
3483,"['코로나', '장기', '화', '지난해', '카지노', '공기업', '실적', '부진', '종합']"
3600,"['뉴욕증시', '장', '기', '국채', '금리', '하락', '저가', '매', '수속', '상승', '출발']"
5076,"['코스닥', '내', '린', '장', '종료']"
4743,"['코스닥', '오른', '개장']"
4272,"['금융', '위원회', '공매도', '상반기', '중', '전면', '재개', '검토']"
10987,"['포스코', '인터', '분기', '영업', '이익', '상승', '매출', '분기', '기준', '최대', '종합']"
4156,"['파월', '금리', '인상', '예고', '뉴욕증시', '하락', '다우', '하락']"
2856,"['러', '-', '우', '크라', '갈등', '반도체', '株', '하락', '삼성', '전자', '-', '하이닉스', '-']"
4241,"['코스피', '소', '폭', '상승', '출발', '대']"
10036,"['이마트', '년', '만에', '분기', '흑자', '식품', '창고', '형', '할인점', '효자', '종합']"
1013,"['뉴욕증시', '국채', '금리', '급등', '실적', '발표', '속', '상승', '출발']"
10489,"['농심', '저가', '매수', '유효', '시점', '비중', '확대', '연', '자금', '으로']"
9452,"['뉴욕증시', '차익', '실현', '하락', '출발']"
10002,"['분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '하락']"
3680,"['더블유', '게임', '즈', '작년', '영업', '이익', '천억원', '전', '년', '대비', '하락']"
8292,"['뉴욕증시', '물가', '상승', '에도', '대체로', '강세', '나스닥', '상승', '마감']"
10046,"['신세계', '인터', '내셔', '날', '분기', '영업', '이익', '억원', '흑자', '전환']"
2801,"['우', '크라', '총성', '방', '산주', '동반', '강세', '넥스', '원', '상승']"
1709,"['러시아', '마리우폴', '일시', '정전', '제안', '코스피', '장', '초반', '상승', '대', '종합']"
9272,"['코스피', '장', '초반', '소', '폭', '하락', '세대']"
3851,"['증시', '폭락', '에도', '웃는', '당신', '것', '담으셨군요']"
3563,"['금호', '석유화학', '작년', '영업', '이익', '조천억원', '사상', '최대', '기록', '종합']"
4223,"['포스코', '인터', '작년', '영업', '이익', '천억원', '상승', '사상', '최대', '매출', '종합']"
5890,"['인플레', '둔화', '시', '긴축', '지속', '어려워', '대비', '연', '업계', '최저', '금리', '로']"
486,"['화분', '기', '영업', '이익', '천억원', '작년', '동기', '대비', '하락']"
1163,"['지난', '해역', '대', '최고', '실적', '영업', '익', '상승']"
5038,"['녹스', '첨단', '소재', '성장동력', '올해', '상승', '투자', '연', '자금', '으로']"
6771,"['뉴욕증시', '기업', '실적', '소', '매', '판매', '호조', '상승', '출발']"
550,"['코스피', '환율', '강세', '에도', '기업', '호실', '적힘', '입어', '상승', '마감', '선', '회복']"
789,"['세미', '콘', '분', '기', '영업', '이익', '천억원', '상승']"
3202,"['美', '증시', '우', '크라', '긴장', '고조', '뚝', '나스닥', '하락']"
3262,"['우', '크라', '긴장', '완화', '증시', '환호', '코스닥', '일만', '반등']"
4325,"['롤러코스터', '탄', '뉴욕증시', '장', '중', '하락', '나스닥', '상승', '마감', '종합']"
9542,"['경', '고등', '켜진', '빚투', '증권사', '자금', '줄죈']"
8344,"['코스닥', '내', '린', '장', '종료']"
4465,"['하이', '투자', '증권', '지난', '해사', '상', '최대', '실적', '년', '연속성', '장', '세']"
43,"['지난', '밤', '美', '증시', '충격', '코스피', '선', '붕괴', '마감']"
8517,"['공매도', '겁나게는다', '닷새', '연속', '하락', '카뱅', '개미', '악', '소리', '난']"
10163,"['카카오', '뱅크', '상장', '사흘', '만에', '장', '중', '하락', '전환', '시', '총', '위']"
1639,"['급등', '하던', '두산', '중공업', '주가', '보름', '만에', '하락']"
8480,"['속보', '뉴욕증시', '민간', '고용', '예상외', '호조', '에도', '약', '세', '에너지', '자재', '관련', '주', '하락', '장', '주도']"
4247,"['뉴욕증시', '대기', '속', '긴축', '공포', '일제', '히', '하락']"
10864,"['차전지', '관련', '주', '상승', '탄력', '고려아연', '달쑥']"
872,"['코스피', '내', '린', '장', '종료']"
7192,"['美', '반도체', '뜨겁네', '달', '새', '상승']"
10050,"['컴투스', '분', '기역', '대', '최대', '매출', '에도', '영업', '익은', '하락', '종합']"
659,"['디', '플', '분기', '영업', '익', '하락', '비수기', '전방', '산업', '부진']"
3944,"['뉴욕증시', '구글', '급등', '효과', '나흘', '째', '상승', '다우', '상승', '마감']"
3374,"['코스피', '상승', '출발', '대', '회복']"
5108,"['기아', '작년', '글로벌', '판매', '만', '천', '대전', '년', '대비', '증가']"
10975,"['분할', '재상', '장', '두산인프라코어', '저', '평가', '해소', '기대', '급등']"
6971,"['코스피', '상승', '출발', '대']"
6531,"['코스피', '오른', '개장']"
5045,"['신제품', '쏟아낸', '엔비디아', '그런데', '주가', '폭락', '엔비디아', '삼', '성전', '자', '손잡다', '정육', '업체', '전쟁', '선포', '바이든']"
650,"['이노', '텍', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
7468,"['위메이드', '분기', '영업', '이익', '억원', '흑자', '전환']"
5147,"['이부진', '이서현', '어깨', '나란히', '주식', '부호', '톱', '들어간', '창업', '주는']"
9711,"['코스피', '오른', '개장']"
1907,"['아이폰', '기', '대감', '월', '에만', '껑충', '무슨', '종목']"
10139,"['원', '익', '홀딩스', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
9925,"['빅쇼', '트실', '제', '주인공', '테슬라', '하락', '억', '베팅']"
6300,"['코스닥', '내', '린', '장', '종료']"
4568,"['올', '바이오', '파마', '지난해', '영업', '이익', '억원', '으로', '증가']"
8463,"['증권사', '리포트', '건중', '건', '매수', '의견', '매도']"
10194,"['케미칼', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
9507,"['추세', '적', '이익', '성장기', '대중', '장기', '대비', '연', '금리', '로']"
4371,"['현', '대', '글로비스', '운임', '상승', '실적', '상승', '투자', '무관', '골드', '스탁', '자금', '으로']"
909,"['코스피', '내린', '개장']"
8259,"['에스엘', '매출', '성장기', '대', '주가', '상승']"
1180,"['코스피', '오른', '장', '종료']"
2772,"['러시아', '상장폐지', '돼', '일', '부증', '권', '사선', '매도', '막혀']"
324,"['코스피', '내', '린', '장', '종료']"
8468,"['코리아', '써', '키트', '분기', '영업', '익', '상승', '투자', '연', '자금', '으로']"
7149,"['한국', '가스', '공', '사분기', '영업', '이익', '억원', '흑자', '전환']"
7684,"['라씨', '로', '외국인', '서울', '옥션', '담았다', '시장', '성장기', '대']"
3842,"['뉴욕증시', '아마존', '영향', '혼', '조', '나스닥', '상승']"
6810,"['엔', '터주', '아직', '저', '평가', '증권', '목표', '가줄', '상향']"
3196,"['화장품', '株', '수', '요', '증가', '기대', '로', '강세', '비중', '확대', '무관', '야', '호스', '탁', '자금', '으로']"
10701,"['올', '바이오', '파마', '분기', '영업', '이익', '억', '전', '년', '보다', '감소']"
10795,"['종목', '별', '순', '환매', '지속', '중', '장기', '투자', '연', '업계', '최저', '금리', '로']"
3395,"['해외', '주식', '포커스', '애플', '서비스', '매출', '급증', '월', '매', '수', '의견']"
7662,"['이노베이션', '분기', '영업', '이익', '천억원', '흑자', '전환']"
2787,"['코스닥', '오른', '장', '종료']"
9149,"['코스피', '장', '초반', '반등', '카카오', '네이버', '반등', '종합']"
1100,"['기업', '배당금', '조', '외국인', '몫', '달', '조', '해외', '유출', '우려']"
8526,"['뉴욕증시', '기술', '주', '반등', '상승', '다우', '상승']"
3691,"['금융', '작년', '순이익', '조천억', '코로나', '속', '또', '사상', '최대', '종합', '보']"
4718,"['코스닥', '내', '린', '장', '종료']"
1952,"['우리금융', '분', '기역', '대', '최대', '실적', '투자', '무관', '골드', '스탁', '상품', '으로']"
5736,"['테슬라', '본격', '하락', '시', '작', '머스크', '주식', '조', '더', '판다']"
8657,"['외국인', '사자', '코스피', '사흘', '만에', '소', '폭', '반등', '마감']"
9984,"['반도체', '株', '유지', '매', '도중', '장기', '대비', '연', '금리', '로']"
7543,"['파트론', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
8158,"['내년', '여행사', '흑자', '전환', '비중', '확대', '연', '자금', '으로']"
696,"['녹스', '첨단', '소재', '분', '기', '영업', '이익', '억원', '작년', '대비', '상승']"
4381,"['빚투', '했는데', '최악', '시나리오', '가증', '시', '폭락', '반대', '매매', '급증']"
10619,"['코스닥', '오른', '장', '종료']"
4199,"['건설', '작년', '영업', '이익', '천억원', '전', '년', '대비', '하락']"
267,"['금호', '석유화학', '분기', '영업', '이익', '천억원', '작년', '대비', '하락']"
